Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Season,Season Type,Match Count,,,,,,,,,,,,,,
Washington Wizards,101.1,97.2,3.9,65.91,151.8,145.29,6.51,0.497,0.47,0.533,0.506,6,4,52.8,116.5,107.1,2014-2015,POFF,10,,,,,,,,,,,,,,
Atlanta Hawks,102.63,99.1,3.54,96.52,105.53,102.15,3.38,0.516,0.48,0.552,0.518,48,34,47.5,120.71,111.39,2015-2016,REG,82,,,,,,,,,,,,,,
Brooklyn Nets,98.65,106,-7.35,94.83,103.63,111.11,-7.48,0.491,0.534,0.527,0.565,21,61,49.42,109.54,125.33,2015-2016,REG,82,,,,,,,,,,,,,,
Boston Celtics,105.72,102.51,3.21,98.18,107.13,104.04,3.1,0.488,0.487,0.531,0.531,48,34,49.4,119.73,112.77,2015-2016,REG,82,,,,,,,,,,,,,,
Charlotte Hornets,103.4,100.68,2.72,95.02,107.86,105.21,2.65,0.502,0.496,0.545,0.534,48,34,49.6,117.4,115.57,2015-2016,REG,82,,,,,,,,,,,,,,
Chicago Bulls,101.65,103.12,-1.48,95.45,105.29,106.94,-1.65,0.487,0.485,0.526,0.52,42,40,50.2,115.89,118.18,2015-2016,REG,82,,,,,,,,,,,,,,
Cleveland Cavaliers,104.33,98.33,6,92.72,111.52,105.01,6.51,0.524,0.496,0.558,0.534,57,25,52.04,118.43,108.37,2015-2016,REG,82,,,,,,,,,,,,,,
Dallas Mavericks,102.29,102.6,-0.31,94.07,106.98,107.28,-0.31,0.502,0.504,0.544,0.54,42,40,48.49,114.32,116.22,2015-2016,REG,82,,,,,,,,,,,,,,
Denver Nuggets,101.89,104.99,-3.1,95.27,106.14,109.32,-3.19,0.489,0.515,0.531,0.554,33,49,51.1,113.94,121.27,2015-2016,REG,82,,,,,,,,,,,,,,
Detroit Pistons,101.96,101.35,0.61,94.49,106.82,106.17,0.65,0.491,0.504,0.522,0.542,44,38,52.12,108.48,114.17,2015-2016,REG,82,,,,,,,,,,,,,,
Golden State Warriors,114.89,104.13,10.76,98.78,115.14,103.97,11.17,0.563,0.479,0.593,0.52,73,9,51.28,139.66,112.73,2015-2016,REG,82,,,,,,,,,,,,,,
Houston Rockets,106.55,106.35,0.2,97.14,108.86,108.59,0.27,0.516,0.516,0.553,0.554,41,41,49.1,117.09,121.6,2015-2016,REG,82,,,,,,,,,,,,,,
Indiana Pacers,102.16,100.45,1.71,96.31,105,103.26,1.74,0.497,0.489,0.536,0.528,45,37,49.83,114.84,109.46,2015-2016,REG,82,,,,,,,,,,,,,,
Los Angeles Clippers,104.5,100.22,4.28,95.52,108.58,104.22,4.36,0.524,0.48,0.556,0.523,53,29,47.39,119.06,109.51,2015-2016,REG,82,,,,,,,,,,,,,,
Los Angeles Lakers,97.34,106.9,-9.56,95.31,101.88,112.01,-10.14,0.46,0.523,0.508,0.556,17,65,48.06,101.52,127.56,2015-2016,REG,82,,,,,,,,,,,,,,
Memphis Grizzlies,99.1,101.34,-2.24,92.76,106.03,108.25,-2.22,0.477,0.518,0.524,0.563,42,40,49.08,109.62,114.89,2015-2016,REG,82,,,,,,,,,,,,,,
Miami Heat,100.04,98.4,1.64,92.91,106.85,104.9,1.95,0.508,0.485,0.545,0.525,48,34,51.68,115.85,107.17,2015-2016,REG,82,,,,,,,,,,,,,,
Milwaukee Bucks,99.04,103.23,-4.2,93.65,104.95,109.13,-4.18,0.499,0.51,0.537,0.551,33,49,49.26,113.63,118.99,2015-2016,REG,82,,,,,,,,,,,,,,
Minnesota Timberwolves,102.42,105.95,-3.54,94.83,106.91,110.35,-3.44,0.498,0.524,0.55,0.559,29,53,49.79,116.38,118.82,2015-2016,REG,82,,,,,,,,,,,,,,
New Orleans Pelicans,102.72,106.51,-3.79,96.5,105.91,109.95,-4.04,0.498,0.523,0.537,0.564,30,52,48.96,113.98,123.54,2015-2016,REG,82,,,,,,,,,,,,,,
New York Knicks,98.22,100.88,-2.66,92.89,105.08,107.79,-2.72,0.483,0.487,0.526,0.526,32,50,50.1,110.45,112.85,2015-2016,REG,82,,,,,,,,,,,,,,
Oklahoma City Thunder,110.22,102.94,7.28,96.34,113.54,106.07,7.47,0.524,0.484,0.566,0.524,55,27,54.74,128.88,110.38,2015-2016,REG,82,,,,,,,,,,,,,,
Orlando Magic,102.06,103.68,-1.62,95.57,105.59,107.13,-1.54,0.5,0.513,0.533,0.551,35,47,49.44,116.49,118.38,2015-2016,REG,82,,,,,,,,,,,,,,
Philadelphia 76ers,97.42,107.65,-10.23,97.29,99.5,110.23,-10.73,0.487,0.51,0.519,0.555,10,72,46.44,104.24,127.18,2015-2016,REG,82,,,,,,,,,,,,,,
Phoenix Suns,100.87,107.52,-6.66,98.17,102.62,109.58,-6.97,0.487,0.523,0.526,0.563,23,59,50.63,107.24,123.02,2015-2016,REG,82,,,,,,,,,,,,,,
Portland Trailblazers,105.15,104.32,0.83,95.82,109.04,108.47,0.57,0.511,0.503,0.548,0.543,44,38,51,116.42,116.42,2015-2016,REG,82,,,,,,,,,,,,,,
Sacramento Kings,106.59,109.06,-2.48,99.61,106.33,108.94,-2.62,0.51,0.521,0.546,0.557,33,49,49.56,119.85,124.13,2015-2016,REG,82,,,,,,,,,,,,,,
San Antonio Spurs,103.54,92.89,10.65,93.27,110.87,99.47,11.4,0.526,0.477,0.563,0.514,67,15,52.01,126.81,100.18,2015-2016,REG,82,,,,,,,,,,,,,,
Toronto Raptors,102.71,98.21,4.5,92.13,110.92,105.99,4.93,0.504,0.498,0.552,0.535,56,26,51.56,115.33,108.59,2015-2016,REG,82,,,,,,,,,,,,,,
Utah Jazz,97.68,95.89,1.79,90.47,106.49,104.6,1.89,0.501,0.495,0.54,0.534,40,42,51.9,108.29,104.45,2015-2016,REG,82,,,,,,,,,,,,,,
Washington Wizards,104.07,104.56,-0.49,97.81,106,106.5,-0.5,0.511,0.515,0.544,0.555,41,41,48.59,116.67,117.61,2015-2016,REG,82,,,,,,,,,,,,,,
Atlanta Hawks,100.1,101.1,-1,95.21,104.05,106.09,-2.03,0.494,0.487,0.533,0.52,4,6,49.11,115.9,111.8,2015-2016,POFF,10,,,,,,,,,,,,,,
Boston Celtics,93.83,100.5,-6.67,95.84,96.24,101.69,-5.45,0.432,0.48,0.475,0.52,2,4,49.2,99.83,118.5,2015-2016,POFF,6,,,,,,,,,,,,,,
Charlotte Hornets,90.29,99.14,-8.86,90.71,99.53,109.46,-9.94,0.432,0.517,0.494,0.549,3,4,43.88,88.86,116.43,2015-2016,POFF,7,,,,,,,,,,,,,,
Cleveland Cavaliers,104.76,96.14,8.62,85.67,122.29,111.98,10.31,0.544,0.51,0.573,0.542,16,5,53.25,120.29,103.24,2015-2016,POFF,21,,,,,,,,,,,,,,
Dallas Mavericks,93.8,112,-18.2,91,103.08,122.81,-19.73,0.474,0.537,0.511,0.585,1,4,42.72,93.6,130.2,2015-2016,POFF,5,,,,,,,,,,,,,,
Detroit Pistons,95,103.5,-8.5,85.75,110.79,121.05,-10.27,0.537,0.546,0.559,0.57,0,4,47.94,106.5,117.5,2015-2016,POFF,4,,,,,,,,,,,,,,
Golden State Warriors,108.22,104,4.22,92.93,115.93,110.95,4.98,0.529,0.484,0.563,0.526,14,9,48.48,122.78,111.74,2015-2016,POFF,23,,,,,,,,,,,,,,
Houston Rockets,91.2,110,-18.8,98.8,92.31,112.25,-19.94,0.43,0.552,0.467,0.576,1,4,52.09,88,131.8,2015-2016,POFF,5,,,,,,,,,,,,,,
Indiana Pacers,93.71,92.29,1.43,89.57,104.63,103.03,1.6,0.495,0.437,0.549,0.49,3,4,46.93,104.57,95.71,2015-2016,POFF,7,,,,,,,,,,,,,,
Los Angeles Clippers,98.33,97.33,1,94.5,104.06,103.18,0.88,0.471,0.467,0.502,0.505,2,4,47.59,107.83,109,2015-2016,POFF,6,,,,,,,,,,,,,,
Memphis Grizzlies,81,103,-22,89.5,90.5,114.76,-24.26,0.423,0.554,0.455,0.599,0,4,49.24,80.75,130.25,2015-2016,POFF,4,,,,,,,,,,,,,,
Miami Heat,96.86,93.71,3.14,89.29,106.1,102.02,4.08,0.5,0.451,0.539,0.503,7,7,53.22,107.93,94,2015-2016,POFF,14,,,,,,,,,,,,,,
Oklahoma City Thunder,107.47,101.41,6.06,94.94,113.2,107.28,5.92,0.506,0.497,0.556,0.532,11,6,54.77,122.77,108.94,2015-2016,POFF,17,,,,,,,,,,,,,,
Portland Trailblazers,105,107.55,-2.55,96.81,107.44,110.05,-2.61,0.483,0.507,0.523,0.542,5,6,50.43,113.09,123.18,2015-2016,POFF,11,,,,,,,,,,,,,,
San Antonio Spurs,102,92.9,9.1,91.4,111.6,101.64,9.96,0.519,0.467,0.558,0.511,6,4,47.59,120.7,100.5,2015-2016,POFF,10,,,,,,,,,,,,,,
Toronto Raptors,93.4,97.65,-4.25,89.45,102.81,107.96,-5.15,0.463,0.514,0.507,0.559,10,10,49.63,94.95,108.95,2015-2016,POFF,20,,,,,,,,,,,,,,
Atlanta Hawks,105.5,106.67,-1.17,97.33,108.39,110.35,-1.95,0.493,0.502,0.542,0.548,2,4,51.75,112.17,121.67,2016-2017,POFF,6,,,,,,,,,,,,,,
Boston Celtics,105.22,108.11,-2.89,93.29,112.14,114.81,-2.67,0.532,0.531,0.566,0.573,9,9,46.02,118.67,125.39,2016-2017,POFF,18,,,,,,,,,,,,,,
Chicago Bulls,96.5,103.33,-6.83,92,104.89,112.12,-7.22,0.483,0.534,0.529,0.562,2,4,54.47,112.33,119.83,2016-2017,POFF,6,,,,,,,,,,,,,,
Cleveland Cavaliers,116,107.06,8.94,95.41,121.58,112.42,9.16,0.577,0.517,0.615,0.553,13,4,51.32,131.59,118.88,2016-2017,POFF,17,,,,,,,,,,,,,,
Golden State Warriors,118.69,104.88,13.81,99.19,119.66,105.27,14.39,0.565,0.48,0.606,0.524,15,1,51.43,145.69,110.13,2016-2017,POFF,16,,,,,,,,,,,,,,
Houston Rockets,107.73,106.55,1.18,95.37,111.9,110.57,1.33,0.514,0.502,0.559,0.533,6,5,47.82,116.27,122.73,2016-2017,POFF,11,,,,,,,,,,,,,,
Indiana Pacers,108.75,112.75,-4,93.25,116.62,119.95,-3.33,0.53,0.565,0.564,0.596,0,4,51.38,121.25,122.75,2016-2017,POFF,4,,,,,,,,,,,,,,
Los Angeles Clippers,97.71,98.86,-1.14,89.57,109.09,111.08,-1.99,0.526,0.542,0.558,0.575,3,4,50.09,103,110.43,2016-2017,POFF,7,,,,,,,,,,,,,,
Memphis Grizzlies,96.33,104.67,-8.33,84.86,111.58,120.77,-9.19,0.51,0.545,0.559,0.594,2,4,47.02,102.67,115.17,2016-2017,POFF,6,,,,,,,,,,,,,,
Milwaukee Bucks,93.17,93.83,-0.67,89.5,104.1,104.84,-0.75,0.503,0.494,0.533,0.55,2,4,47.6,102.83,105.83,2016-2017,POFF,6,,,,,,,,,,,,,,
Oklahoma City Thunder,104.2,112.8,-8.6,97.8,106.54,115.34,-8.79,0.49,0.513,0.525,0.572,1,4,48.99,114.2,121.2,2016-2017,POFF,5,,,,,,,,,,,,,,
Portland Trailblazers,101.5,119.5,-18,100.5,101,119.2,-18.21,0.458,0.556,0.507,0.599,0,4,48.62,99.75,148.25,2016-2017,POFF,4,,,,,,,,,,,,,,
San Antonio Spurs,107.06,106.06,1,92.67,114.05,113.59,0.46,0.512,0.539,0.551,0.578,8,8,52.78,121.31,118.63,2016-2017,POFF,16,,,,,,,,,,,,,,
Toronto Raptors,96.7,102.4,-5.7,91.9,105.22,111.79,-6.57,0.493,0.539,0.541,0.576,4,6,49.56,107,116.1,2016-2017,POFF,10,,,,,,,,,,,,,,
Utah Jazz,97.82,102.55,-4.73,91.27,107.17,111.68,-4.51,0.515,0.533,0.552,0.571,4,7,48.92,107.36,116.46,2016-2017,POFF,11,,,,,,,,,,,,,,
Washington Wizards,108.08,108.08,0,95.85,111.86,112.13,-0.27,0.505,0.525,0.549,0.568,7,6,51.33,122.69,119.85,2016-2017,POFF,13,,,,,,,,,,,,,,
Atlanta Hawks,103.16,104.01,-0.85,96.71,105.59,106.72,-1.13,0.504,0.507,0.541,0.541,43,39,50.26,115.88,117.63,2016-2017,REG,82,,,,,,,,,,,,,,
Brooklyn Nets,105.77,112.5,-6.73,100.47,104.87,111.52,-6.65,0.507,0.513,0.551,0.552,20,62,48.21,114.5,130,2016-2017,REG,82,,,,,,,,,,,,,,
Boston Celtics,108.01,105.38,2.63,95.96,112.13,109.46,2.67,0.525,0.503,0.567,0.545,53,29,48.52,123.31,118.92,2016-2017,REG,82,,,,,,,,,,,,,,
Charlotte Hornets,104.89,104.7,0.2,94.66,109.97,109.71,0.26,0.501,0.523,0.547,0.554,36,46,49.54,120.23,122.16,2016-2017,REG,82,,,,,,,,,,,,,,
Chicago Bulls,102.87,102.44,0.43,94.99,107.74,107.5,0.24,0.487,0.507,0.53,0.54,41,41,51.74,118.38,116.84,2016-2017,REG,82,,,,,,,,,,,,,,
Cleveland Cavaliers,110.34,107.16,3.18,95.41,114.49,110.89,3.6,0.547,0.516,0.58,0.549,51,31,49.73,123.27,122.85,2016-2017,REG,82,,,,,,,,,,,,,,
Dallas Mavericks,97.92,100.84,-2.93,91.85,106.06,109.39,-3.33,0.505,0.529,0.541,0.568,33,49,46.43,107.49,114.98,2016-2017,REG,82,,,,,,,,,,,,,,
Denver Nuggets,111.72,111.21,0.51,97.59,114.04,113.63,0.41,0.53,0.532,0.568,0.567,40,42,53.2,127.81,126.76,2016-2017,REG,82,,,,,,,,,,,,,,
Detroit Pistons,101.33,102.45,-1.12,94.17,106.92,107.91,-0.99,0.492,0.516,0.521,0.554,37,45,51.58,113.17,117.98,2016-2017,REG,82,,,,,,,,,,,,,,
Golden State Warriors,115.89,104.26,11.63,98.97,116.5,104.7,11.8,0.563,0.486,0.597,0.525,67,15,50.53,143.83,112.17,2016-2017,REG,82,,,,,,,,,,,,,,
Houston Rockets,115.34,109.57,5.77,99.34,115.53,109.9,5.63,0.545,0.519,0.583,0.556,55,27,50.17,129.79,124.28,2016-2017,REG,82,,,,,,,,,,,,,,
Indiana Pacers,105.1,105.32,-0.22,95.47,109.12,109.34,-0.23,0.516,0.512,0.558,0.555,42,40,48.69,120.04,119.29,2016-2017,REG,82,,,,,,,,,,,,,,
Los Angeles Clippers,108.67,104.38,4.29,95.55,113.3,109.03,4.27,0.537,0.506,0.574,0.546,51,31,49.94,123.22,116.06,2016-2017,REG,82,,,,,,,,,,,,,,
Los Angeles Lakers,104.57,111.45,-6.88,98.01,106.56,113.57,-7.01,0.501,0.542,0.537,0.577,26,56,49.48,112.99,131.34,2016-2017,REG,82,,,,,,,,,,,,,,
Memphis Grizzlies,100.48,99.99,0.49,91.6,108.45,107.7,0.75,0.491,0.506,0.535,0.552,43,39,50.39,112,109.96,2016-2017,REG,82,,,,,,,,,,,,,,
Miami Heat,103.17,102.11,1.06,94.2,108.97,107.51,1.45,0.512,0.496,0.541,0.54,41,41,50.02,115.22,112.5,2016-2017,REG,82,,,,,,,,,,,,,,
Milwaukee Bucks,103.62,103.81,-0.18,93.77,109.95,109.89,0.06,0.527,0.518,0.565,0.557,42,40,48.76,120,118.11,2016-2017,REG,82,,,,,,,,,,,,,,
Minnesota Timberwolves,105.57,106.68,-1.11,94.16,111.42,112.34,-0.93,0.511,0.535,0.555,0.571,31,51,51.21,120.89,120.11,2016-2017,REG,82,,,,,,,,,,,,,,
New Orleans Pelicans,104.34,106.44,-2.1,97.23,106.1,108.17,-2.07,0.504,0.509,0.539,0.542,34,48,47.48,118.4,122.5,2016-2017,REG,82,,,,,,,,,,,,,,
New York Knicks,104.34,108.01,-3.67,95.6,108.18,112.17,-3.99,0.496,0.511,0.534,0.551,31,51,50.26,117.37,121.12,2016-2017,REG,82,,,,,,,,,,,,,,
Oklahoma City Thunder,106.6,105.84,0.76,97.1,109.09,108.6,0.49,0.5,0.511,0.54,0.551,47,35,53.42,117.95,116.87,2016-2017,REG,82,,,,,,,,,,,,,,
Orlando Magic,101.07,107.65,-6.57,95.67,104.98,111.58,-6.6,0.489,0.523,0.524,0.559,29,53,48.68,111.39,125.68,2016-2017,REG,82,,,,,,,,,,,,,,
Philadelphia 76ers,102.44,108.13,-5.7,97.96,103.78,109.65,-5.87,0.501,0.512,0.539,0.555,28,54,48.78,113.99,123.05,2016-2017,REG,82,,,,,,,,,,,,,,
Phoenix Suns,107.7,113.33,-5.63,99.62,107.29,112.96,-5.67,0.493,0.525,0.538,0.572,24,58,50.52,115.84,126.15,2016-2017,REG,82,,,,,,,,,,,,,,
Portland Trailblazers,107.94,108.46,-0.52,96.18,110.82,111.58,-0.76,0.52,0.508,0.559,0.554,41,41,49.81,119.83,120.92,2016-2017,REG,82,,,,,,,,,,,,,,
Sacramento Kings,102.81,106.68,-3.88,94.19,108.05,112.1,-4.05,0.516,0.528,0.556,0.568,32,50,48.92,114.34,123.34,2016-2017,REG,82,,,,,,,,,,,,,,
San Antonio Spurs,105.33,98.13,7.2,93.5,111.94,104.07,7.86,0.524,0.492,0.564,0.53,61,21,51.41,125.16,107.55,2016-2017,REG,82,,,,,,,,,,,,,,
Toronto Raptors,106.85,102.65,4.21,94.28,112.77,108.5,4.27,0.517,0.507,0.561,0.55,51,31,50.69,119.68,113,2016-2017,REG,82,,,,,,,,,,,,,,
Utah Jazz,100.71,96.77,3.94,90.36,111.03,106.63,4.4,0.526,0.493,0.563,0.531,51,31,51.82,114.61,103.94,2016-2017,REG,82,,,,,,,,,,,,,,
Washington Wizards,109.18,107.38,1.81,96.76,111.84,110.13,1.71,0.528,0.524,0.564,0.561,49,33,49.89,124.5,119.01,2016-2017,REG,82,,,,,,,,,,,,,,
Atlanta Hawks,103.84,109.01,-5.17,97.06,106.83,112.17,-5.34,0.514,0.54,0.551,0.572,20,49,48.46,114.8,127.36,2017-2018,REG,69,,,,,,,,,,,,,,
Brooklyn Nets,105.82,110.22,-4.4,98.07,106.92,111.57,-4.64,0.507,0.518,0.545,0.554,21,47,49.11,115.71,126.68,2017-2018,REG,68,,,,,,,,,,,,,,
Boston Celtics,104.74,100.54,4.19,95.39,108.97,104.89,4.07,0.52,0.492,0.554,0.53,46,22,50.22,118.79,110.28,2017-2018,REG,68,,,,,,,,,,,,,,
Charlotte Hornets,107.28,107.7,-0.42,97.21,109.86,110.5,-0.64,0.506,0.535,0.545,0.567,30,39,50.84,118.25,124.12,2017-2018,REG,69,,,,,,,,,,,,,,
Chicago Bulls,103.59,109.47,-5.88,97.27,105.37,111.42,-6.05,0.5,0.537,0.532,0.571,24,44,49.49,115.35,129.15,2017-2018,REG,68,,,,,,,,,,,,,,
Cleveland Cavaliers,110.24,110.09,0.15,97.6,112.6,112.59,0.02,0.546,0.538,0.583,0.566,39,29,48.5,123.84,127.24,2017-2018,REG,68,,,,,,,,,,,,,,
Dallas Mavericks,102.4,104.63,-2.24,94.89,107.42,109.92,-2.5,0.514,0.532,0.547,0.566,22,46,47.48,113.22,121.59,2017-2018,REG,68,,,,,,,,,,,,,,
Denver Nuggets,109.26,107.99,1.28,96.38,112.86,111.36,1.5,0.536,0.542,0.57,0.57,38,31,51.82,125.46,122.88,2017-2018,REG,69,,,,,,,,,,,,,,
Detroit Pistons,102.85,104.37,-1.52,95.55,107.16,109.05,-1.9,0.508,0.529,0.539,0.562,30,38,49.75,113.93,121.31,2017-2018,REG,68,,,,,,,,,,,,,,
Golden State Warriors,112.09,104.56,7.53,97.6,114.57,106.17,8.4,0.579,0.499,0.614,0.536,52,16,51.21,140.27,112.5,2017-2018,REG,68,,,,,,,,,,,,,,
Houston Rockets,113.52,104.54,8.97,97.06,116.6,107.58,9.02,0.554,0.524,0.595,0.555,54,14,51.4,127.99,115.52,2017-2018,REG,68,,,,,,,,,,,,,,
Indiana Pacers,105.83,104.32,1.51,95.51,110.47,108.78,1.69,0.527,0.525,0.559,0.556,40,29,49.59,120.36,117.17,2017-2018,REG,69,,,,,,,,,,,,,,
Los Angeles Clippers,109.24,107.91,1.33,98.16,111.11,109.55,1.57,0.528,0.513,0.566,0.553,37,30,50.12,122.67,122.72,2017-2018,REG,67,,,,,,,,,,,,,,
Los Angeles Lakers,108.72,110.21,-1.49,99.8,107.79,109.12,-1.33,0.518,0.517,0.547,0.553,31,37,50.77,121.65,124.13,2017-2018,REG,68,,,,,,,,,,,,,,
Memphis Grizzlies,98.72,104.16,-5.44,93.99,104.87,110.64,-5.76,0.497,0.523,0.539,0.569,18,50,48.92,108.34,117.85,2017-2018,REG,68,,,,,,,,,,,,,,
Miami Heat,102.62,102.64,-0.02,94.43,107.86,107.38,0.48,0.52,0.51,0.551,0.552,36,33,50.51,116.13,113.97,2017-2018,REG,69,,,,,,,,,,,,,,
Milwaukee Bucks,105.24,105.57,-0.34,95.08,110.01,110.46,-0.46,0.531,0.526,0.571,0.565,36,32,48.52,119.82,118.27,2017-2018,REG,68,,,,,,,,,,,,,,
Minnesota Timberwolves,109.81,107.15,2.67,95.4,114.42,111.78,2.64,0.526,0.541,0.569,0.574,40,29,50.16,125.91,120.17,2017-2018,REG,69,,,,,,,,,,,,,,
New Orleans Pelicans,108.68,107.94,0.74,98.33,108.76,107.74,1.02,0.542,0.516,0.575,0.551,39,29,49.11,127.34,121.35,2017-2018,REG,68,,,,,,,,,,,,,,
New York Knicks,103.99,107.81,-3.83,96.17,107.31,111.26,-3.95,0.509,0.525,0.544,0.562,24,45,50.73,117.51,122.32,2017-2018,REG,69,,,,,,,,,,,,,,
Oklahoma City Thunder,106.86,103.61,3.24,95.56,111,107.87,3.13,0.514,0.523,0.545,0.558,41,29,51.81,118.86,115.41,2017-2018,REG,70,,,,,,,,,,,,,,
Orlando Magic,104.97,109.58,-4.61,97.47,107.37,112.08,-4.71,0.521,0.529,0.555,0.563,21,48,47.6,116.3,127.83,2017-2018,REG,69,,,,,,,,,,,,,,
Philadelphia 76ers,107.9,105.64,2.25,98.43,108.94,106.58,2.36,0.53,0.496,0.565,0.537,37,30,52.7,125.99,114.31,2017-2018,REG,67,,,,,,,,,,,,,,
Phoenix Suns,104.31,113.73,-9.42,99.54,104.64,114.24,-9.59,0.493,0.533,0.532,0.571,19,51,49.05,110.77,131.43,2017-2018,REG,70,,,,,,,,,,,,,,
Portland Trailblazers,105.87,103.15,2.72,95.84,109.96,107.31,2.65,0.513,0.503,0.552,0.539,42,26,51.48,117.46,113.34,2017-2018,REG,68,,,,,,,,,,,,,,
Sacramento Kings,99.57,107.33,-7.77,94.49,104.9,113.05,-8.15,0.505,0.549,0.532,0.582,22,47,48,108.84,125.74,2017-2018,REG,69,,,,,,,,,,,,,,
San Antonio Spurs,102.17,99.28,2.9,94.57,108.05,105.11,2.94,0.508,0.505,0.544,0.536,39,30,50.86,118.65,110.7,2017-2018,REG,69,,,,,,,,,,,,,,
Toronto Raptors,112.18,103.32,8.85,96.91,115.05,105.94,9.11,0.537,0.498,0.575,0.539,51,17,50.77,130.59,112.5,2017-2018,REG,68,,,,,,,,,,,,,,
Utah Jazz,103.09,99.86,3.23,94.89,108.31,104.62,3.7,0.524,0.509,0.561,0.546,39,30,50.63,118.06,109.71,2017-2018,REG,69,,,,,,,,,,,,,,
Washington Wizards,107.48,106.15,1.33,96.27,110.47,109.23,1.24,0.526,0.52,0.562,0.558,39,30,50.26,122.99,117.38,2017-2018,REG,69,,,,,,,,,,,,,,
